label	text_a
1	非常漂亮！！运行速度很快！！值得推荐！！！ 就是键盘不耐脏！！！！
1	不错的酒店，就是房间较小了一点，床较硬了点儿，其它都还不错
0	在预定时间到前台进行登记时，服务人员告诉我们：XC没有进行预定，后来通过多次电话......，另外，预定价格和门市价格只有4元价差......
1	房间虽然小但还是可以接受的，里面设施齐全，唯一给我的感觉是房间里都是镜子，老婆洗澡可以从各个角度看到，爽啊。唯一不好的就是交通不方便，我们每天在酒店门口乘小巴到九龙城才能换到地铁（价钱是4.7元），小巴11点多就没有了。行李可以免费寄存，不过要锁好。
0	1.机器本身没有XP的驱动，找驱动费了好长时间。官方网站也没有xp的驱动 2.触摸板无法锁。
0	表面漂亮的代价就是指纹收录机，已经让朋友把机器的外表面和内屏都贴了保护膜。
1	我喜欢这本书，超喜欢的那种，刚买回来一天看了一遍，第二天又复习了一遍，到现在仍然爱不释手。当初我买过当当网上另一个版本的王贵与安娜，我称那个版本为剧本版，内容虽丰富但是却少了作者的笔锋在里面，当我真正接触这本书，体会六六笔下细腻的文字的时候，那种晶莹的、清澈的、缓缓流入内心的久违像夏天里面的冰凉的泉水一样让人心旷神怡。谢谢当当，谢谢六六，谢谢你们给我提供了很好的精神食粮。
1	到现在还没有看完。粗略地看了一遍，心里非常沉重。这是一个事实，让我不能接受的事实。作为一个母亲，我震惊，但也无法责备那些孩子，因为毕竟责任是多方面的。我庆幸自己找到了这本书，让我知道了这个事实。我与老公一起读，断断续续的，有时实在是不忍心看下去了，但我们知道了我们的教育方向。这个暑假，我将这本书送给读初二的女儿，让她认真地读。我们会共同探讨成长过程中的问题，让她健康、快乐的成才。
1	从第一次阅读这本书的那一刻开始就越来越发现里面的细节竟然跟我和你之间有太多太多的雷同之处，这。。。。。。。。算是巧合吗？所以不管自己将这本书还有这个电影看了千遍依然会泪流不止，一次比一次哭的更加伤心痛心，可是却不知道为什么会哭泣，不是因为里面的情节，并不是！因为电影并不感人，甚至。。。。甚至可以说是有点枯燥。。。。可是自己还是不自觉的流下了眼泪。。。为你，也为自己。。。
1	优点：房间条件简洁、气氛温馨，住宿环境比较安静，价格比较合理，服务态度好；不足：窗户几乎与后面的房顶等高，加上没有防盗窗（网），安全感不高。
1	一收到就立刻开机，换装了XP SP3，使用将近十个小时后才进行收货确认。 散热不错，键盘使用起来比较顺手。 有外接显示屏的接口，SD插槽对我来说很有用。蓝牙驱动装好以后，我自己因为有购买蓝牙装置，所以比较实用。 开机就进行了出厂和驱动的备份，所以光驱用起来还行。一般的本本光驱都会有一些噪音和振动，算正常。没有坏点和亮点。自己下载网上的驱动后，用起来还蛮顺手。
0	1.USB接口设置不太合理,不过外接一个USB插口就好了 2.鼠标太灵敏,容易勿操作
1	速度还可以很人性的设计，买来了先做了个系统备份盘如果系统有问题随时都能自己安装正版vista
1	该有的配置都有了，日常办公和家用应该没有问题 外观时尚，蓝色的背景灯很洋气，按键手感不错，可是右边的快捷键第一个和第二个不知道是什么功能 摄像头效果不错，但可惜不能旋转
0	可惜机器wifi不支持wpa2-psk,最后用限定MAC不设密码连接。机器磨具大，上12寸屏估计也可以。10g eee storage用用感觉不好，网速太慢。win7下使用xp驱动兼容不好。
1	很多人提过左边手托位置很热，的确是。声音不怎么样。外音效果没法听!
0	上当，每篇文章都很短，看起来很不过瘾，刚刚有点感觉就完了．不过后来知道张爱玲大作家的文章就是这个风格也就算了
0	开始SD卡插不进去.后来才知道插到一半时要将卡尾往上"翘"一下,才能插到底.PC插口好像也是这样?卡只能插到一半.锁杆也没有弹出来.因为不用,至今没有去研究这问题.
0	首先是对快递不满意,本来货到了应该给我送来的,可快递员请假休息说第二天送,我等不及自提!开箱打开笔记本看到键盘帽都跳了出来,肯定是摔引起的,不过机器没毛病.京东为什么把华硕应该送的笔记本包给贪污了呀.
1	环境非常好，服务非常好，交通不方便，价格有点贵
1	酒店还是非常的不错，我预定的是套间，服务非常好，随叫随到，结帐非常快。顺便提一句，这个酒店三楼是一个高级KTV，里面的服务小姐非常的漂亮，有机会去看看。
1	终于认真看完了，哈哈比《男人来自火星，女人来自金星》内容更全面，文字也更有趣！既有实用性，又有可读性！
0	看了一半就看不下去了，后半本犹豫几次都放下没有继续看的激情，故事平淡的连个波折起伏都没有，职场里那点事儿也学得太模糊，没有具体描述，而且杜拉拉就做一个行政而已，是个人都会做的没有技术含量的工作 也能描写的这么有技术含量 真是为难作者了本来冲着畅销排行第一买来看看，觉得总不至于大部分人都没品味吧？结果证明这个残酷的事实，一本让人如同嚼蜡的“畅销书”......
0	购买经过：09.5.27.不配合验货，箱子不开就闪人，打开后说明书没有包装，电池无封口褶皱有轻微摩擦，系统占200G面板用2小时电源上的变压器，热得可以烧烤了,还有滋滋的响声。
0	不错，帮朋友选的，朋友比较满意，就是USB接口少了，而且全是在左边，图片有误
0	AMD确实热了些，风扇转速高，待机风扇声音不算大，和intel的比大一点，全速热量就有些高
1	外观设计十分流畅，采用超薄设计，视觉感觉效果很好！触控板有点 IPHONE手机的味道，颜色搭配很酷，很适合美眉使用！
1	在自提点检测了挺久，算是完美屏吧，各方面性能也不错，跑vista也没什么不好，所以没改装XP。 样子还是蛮好看的，网上自己搞定了分区。
1	性价比很高 机子做工很好，奇美的完美屏幕（可惜是06年的屏）， 键盘用起来很舒服，摄像头很清楚，话筒的音量也不错，喇叭音质很好， 15.4的机子感觉不是很重，华硕的售后还不错 总而言之，这个价钱买这个牌子的配置 很好了
0	看到网上好评如潮，才去买的，书到了后感觉挺失望。没什么意思。2岁半的儿子也不太喜欢。
1	中银大厦的前台服务态度非常好。及时帮我解决了预定问题。我很满意 保定市区最好的饭店就是中银了，四星标准。到保定，就住中银大厦把，也没有其他选择了
0	这个电池着实是奇怪了一点，鼓出来的，影响美观，还有连接的地方，有点松，平衡还不错，要找好角度。
0	驱动超级麻烦，用VISTA已经算轻松了，无线网卡的驱动可以到mydriver上面找，网卡的型号是NE771，找F50型号的就可以了
0	是收到“推荐”的迷惑买的。一看就没什么内容，太忽悠人了吧。还不如在网上搜点相关文章看。
0	这家也能叫三星级的?屋里进去，不知道啥味道，浴室的毛巾脏得要命，洗澡没有热水。第二天就换了隔壁的宾馆，价格要便宜，而且又干净。希望携程不要再推荐这家宾馆了，太另人失望！！！！！！
1	性价比高，模具很适合女性，选用酒红色。 搭配的很不错！ 硬件的搭配上也比较平衡！ 安装XP的时候也并不是十分的复杂，如果对Linux和Windows的文件系统有所了解，很快就可以在这宝贝上安装我们熟悉的XP系统。
0	很一般。性价比很差。跟上海的快捷酒店相比，价格贵，服务差； 外面空气不错。但是内部装修亟待改善； 窗户的高度太低，不小心会摔下去； 令人匪夷所思的是，订的是大床房，但是床却是坏的；感觉很不好。
0	地方偏僻，而且禮賓部根本是沒人服務的，前幾天去住的時候，空調都沒有，酒店借口說，已經開了，但是一點風聲都沒有，為了省錢，搞的這樣，好誇張。 下次一定不會入住該店了。
0	这家也能叫三星级的?屋里进去，不知道啥味道，浴室的毛巾脏得要命，洗澡没有热水。第二天就换了隔壁的宾馆，价格要便宜，而且又干净。希望携程不要再推荐这家宾馆了，太另人失望！！！！！！
1	上星期六第一次入住，感觉不错，常往来于省港澳，香港的酒店也住了不少，悦来是我住过的性价比最高的，房间在香港酒店来说是算大，也很干净，交通也很便利，20分钟到旺角，逛街购物也很方便，吃的很多。其实在香港购物不一定非得到旺角、铜锣湾，一般的 商铺在荃湾也很齐全，价钱比旺角等便宜，除非你想购买真正的名牌就到中环。出差旅游只求一张干净实惠的床，悦来就是不错的选择
0	劝大家不要入住这个酒店，号称四星的标准，可是房间内的物品非常抵挡，尤其是毛巾，还不如如家、锦江之星这种商务酒店的好，住进去之后真是大呼上当，除了海景标间的风景尚可，其他真的没法让人满意，我4月底入住，房间非常冷，打电话问酒店，给我的答复是现在没有暖风，让我多盖床被子，你说可笑不可笑？
0	巨大又重的,A面指纹板一张~ 联想的视频软件挺烂,那个噪音吓死人~ 关声音就没了~ 勉强接受~
0	很失望，书的内容乱糟糟，一点意思都没有。整个一个精神病医院，哪里像个心理诊所。看后大脑空白，心情一点都不轻松。想看书消遣的朋友这本书绝对不是最佳选择。
0	看这本书，并没有花多少时间！一下子就翻完了，翻完也没什么感觉！没什么意义！奉劝各位不买为妙！
1	配置较高，散热很好，使用8小时也机体没有明显发热，LED背光管，接口设计合理。
0	房间小,风格老.特别是服务糟糕.我是3月初住的,当时房间空调吹冷风,跟服务员反映三次都没任何效果,管他们要被子也没有,差点把我冻感冒.本来是订的三天,结果第二天一起床就"落荒而逃",去了五华.性价比太差.相比下五华好得多,同样的价格房子大了一半不止,而且风格很家庭化,特别是我住的是拐角处的房间,大弧度的落地玻璃将芙蓉路与河西景点应收眼底.
0	因为屏幕是16：9，所以玩游戏或是浏览网页时，字体都超小，看得费劲！
0	散热有点不行。 还有店店的确认货款太麻烦了??? 确认就确认了三天！
0	纪事，不像小说，文学爱好者看不下去，上班族打工者还可以看看消遣，文学艺术谈不上，没有欣赏的心情。宣传过于夸张了。我读书速度还是偏快的，但是这书读了两晚上才60多页，我喜欢的书一晚上能读150－200页。
1	这个价位上配置加品牌没有更值得了。机器比较起来外观比较时尚也比较薄，功能也满足大多数需求
0	读一本好的书可以看到作者的灵魂,而于丹的书里没有,泛泛而谈,不值得看,更不值得买.
1	真想把一套看完之后再写评论，不过“当当真诚邀请”，呵呵其实想想这本书确实也值得写，刚看的时候觉得这本书是“盛名之下，其实难副”，比我想象中的平淡，但是看着看着就觉得想看下去，和我们记忆中的那个明朝的开国皇帝朱元璋并不太一样，大家都知道他在建国之后是如何对待以前的战友的，可是看了这本书觉得这人还挺符合一个皇帝的标准的。哈哈，以皇帝的标准看问题
1	这个价位，能买到THINK品牌的本本，很不错了，大厂做工，散热好，屏幕效果不错
1	初见书名时，自己也暗自猜测书中内容，打开一看，天呐，整个一小百科。由于自己之前的工作性质，对这些知识很敏感。茶余饭后细细品读时，感觉是别有洞天，内容涵盖之广，涉猎之多，足见编辑之苦心。但金无足赤，此书知识点广度足够，但深度不足。若为开拓眼界，拓宽知识面，可谓良友，但若要深入了解，还需借助专业著作。总而言之，瑕不掩璧还是本不错的书，值得一读。
1	开始看了2005年的几位朋友的评价，都不敢去入住。没想到现在改观了很多，房间虽小，但很整洁。下次再来的话，还会选择这个酒店。只是希望宽带能一直免费！
0	看了网上的很多好评才买，感觉受欺骗了，这叫好书吗，画面阴沉沉的，连我看了都想睡觉，更不要说给孩子看。其实书原本的旨意是很好的，但从国外拷贝过来后，画面真的太丑了，真的是一点兴趣都没有。想退！！！
0	我付款已第三天，至今未收到货！由于点错了，才进到这个介面的。无奈中！！！
0	此酒店环境太差,服务一般,卫生间洗澡起来像涨水灾一样,酒店也未评星级,更可气的是一楼的歌厅,晚上吵得简直没法睡,大家要知道在高原地区没睡好觉是多么难受的,而且通过携程所订的房间酒店会安排最差的房间给您.我希望携程以后对会员酒店应该更严格审查.
1	发热控制不错！性价比高；收到的9400-512mb的显卡，比配置上写的9300-256强一些！飞车10可以开，细节高有点卡。
1	白色钢琴漆面不错，电池使用时间满意，本子的重量合适，杜比的音响很好，键盘还算比较大。
1	基本设施可以，服务热情。早餐一般，但有江西特色。我感到的问题在墙壁和门的 隔音效果，不太好。
0	除了在湖边上这点好处之外.没有任何可以一提的优点.房间老旧,卧具破烂,脏兮兮的,我真服了!!!
0	送货挺快，就是外包装只用了个塑料袋，快递拿来时本本自身的包装盒都有点破损了。。。
1	说起来，波特死而复活的那段很象圣斗士们，一被打倒，就迷迷糊糊地想起了女神，或是什么美好的回忆，然后一句“燃烧吧，小宇宙”，就神勇无比地跳起来打败BOSS级老怪了。^-^
0	在携程订威龙原本看上了两点，一个是四星级别、一个是香港公司管理。住过之后发现名不副实。首先服务水平绝对没有香港服务的影子，即便是国内的中上等水平也谈不上。 第一天晚上就在洗手间里消灭了一个巨大的蟑螂，我想四星酒店应该不会有蟑螂客人吧。虽然有个游泳池，公开的开放时间是每天下午一点到七点，但是在这个时间内从来都是客人到前台要求开游泳池，前台临时找人才打开的，而且池水很冷，一般人能有勇气跳下去的不多，游泳池也因此形同虚设。游泳池的顶棚已经发霉或掉皮，看了让人不爽。 值得一提的倒是大堂的几个门童，因为酒店在小街里面，没有出租车，他们几次到大路上帮助客人打车。
0	当当网上宣传的很好，但是内容没有什么实际意义，并没有从书中学到什么新鲜的知识与想法。书的质量也不好，买了可以随便看看，越看越想睡觉
0	说明一下.我这是对于当当网.而非这本图书!我购书图书后.支付完后.当当网没货.把交易关了.但事隔快一个月了!!!本应是我的钱.还没有退回来.加起来快10单了.300多元!!!.我准备到315投去.
1	拿到个完美屏，比较清晰细腻，LED背光+16：9看HD电影不错 散热还好，不好不坏 键盘看起来挺好，用起来还可以 这个配置可以玩一般3D，对游戏要求不高的话这款够用了，性价比还行
0	系统预装的Vista用起来让人不爽，另外要是能送1G内存条就更好了。呵呵
0	纯粹是一本自辩书，上当了！内容浅显，作者总是在滔滔不觉的为自己辩解，纯粹是一本炒作包装自我的书！
0	很多人对这本书评价很高，我只能说这本书不适合我看啦，大概浏览了一下，觉得书里讲述的都是早已知晓，不用提及的东西，就没有兴趣看下去了~
1	虽然很喜欢张小娴的文字，面包树系列也很早就看过了，但是还是买了她所有自己喜欢的书回来珍藏。面包树系列故事讨厌女主角的个性 也不喜欢结尾为了一个自己所谓的完美爱情，放弃了那么多可能会很适合自己的优秀男人，不值但是这样对爱情的执着也许会打动很多人吧我确实也为书里伤感的情节而落过泪感叹 唏嘘但是这不是我要的每个人追求的爱情不一样，有些感受却是可以一样的吧
0	但是降价也太快了吧，我订购时4299，才不到一周呢，又降了100多，这对消费者太不公平了。虽说电子产品降价无常，京东应该起带头作用，规范电子产品市场。
1	1.外形设计美观 2.配置适合大多数需求 3.独立显卡配合镜面LCD显示效果一流
1	我是7-10号入住的豪华海景大床房，通过携程预定之前，曾给蓝天宾馆打过电话，当时是告知我没房了，我还比较郁闷。但是就抱着试试看的想法，在携程提交了一个订单，没想到居然给我发短信确认了！当时我还很是惊讶，因为我是带着宝宝去的，怕有误。后来到达威海后打电话给总台确认一下，告诉我预定没问题。这才放心下来。 不愧是携程网友评价最高的酒店。服务比较好，还提前为我们准备好了婴儿床，整体服务员的待人接物都很礼貌热情。海景被前面的启明假日酒店破坏了一些，但还是不错的，躺在床上就可以看到海。早餐也不错，很丰富，有中式、西式、南朝鲜式，日式的。我个人喜欢西式的早餐，樱桃巧克力奶油布丁和蛋挞都不错，蛋挞还是冰过的，LP喝粥的时候小声跟我随便说了一句忘再拿个勺子了，服务员听到就给拿来，还主动为我的宝宝准备婴儿椅。我都想把早餐当午餐来吃了，哈哈。 以后如果去威海度假，还住这里！ 提个小建议：晚报可以每天送一份，那东西不过块八毛的，我在广州住过酒店每天都给送羊城晚报。水果也可以每天送两个，一般出来玩一天回来的客人吃个桃子或小柿子还是很高兴的，成本也不过一两块，呵呵。 补充点评 2008年7月11日 ： 忘记说了，第一天住在那里浴缸的下水阀似乎不严实，漏水比较快，导致我放的大半缸水漏下去不少，洗澡就只能边放水边泡澡，这就哗哗响而且不环保浪费水。第二天早上出去的时候跟服务员说了，晚上回来发现应该是处理过了，不漏了。服务还是比较上心的。但是后来，还是有些小漏，呵呵。 宾馆反馈 2008年7月11日 ： 尊敬的宾客，您好，感谢您的留言！您提出的需求,我们将尽力满足，欢迎你提出宝贵的建议，也希望在您下次入住的时候为为您提供更优质的服务。
0	发货奇慢无比，我3。1下的订单，4号发货，现在过了有40天了，还没收到书，下次不在这里卖书了。上回买的《炒股就那么几招》也是过了很久才收到书。
0	钢琴烤漆容易留指纹，模具风格死板。原装驱动不能把GF9650GT性能全部释放，到NVIDIA官网下载驱动玩游戏不会再卡，但开机后转换输入密码指纹界面时会出现花屏再换成原装驱动目前开了几次还没发现花屏
1	又是一个让上帝眷顾的女主！又是一个让优秀的男主痴痴的心甘情愿等的女主！等待时间为七年！悠悠岁月......那该是个多么同样优秀的女主啊！？呵呵，可惜女主只不过是个莽莽撞撞，可可爱爱，毫无心计，傻傻气气，马马虎虎......噢，和男主相差十万八千里！哼哼，这只能是缘分！缘分啊！分分和和，最终还是如愿以偿。也许这种女孩必然要有这种男人来呵护，来依靠！可惜这种情况也就是书本或偶像剧才发生吧！
0	键盘太容易脏了，本来想买灰色的可是想想显卡还是选了白色。刚刚又在京东定了键盘膜不过上海本地没货在调货，不知什么时候才能收到。不过话说回来确实的白色的漂亮
1	1）背面少个螺丝钉,说是thinkpad都少，靠 2）键盘周围的壳不平整，按下去发现有：“滋啦滋啦”声音，我才意识到，那是个双面胶，按下去就不上来了，过会儿还是回弹上来，很明显仅靠双面胶是 粘不住的，你还不如拿502呢，起码这样粘得严实还能让我心里舒服（但是这样只是弥补质量问题），何必还弄个滋啦兹啦的声音，多闹心啊，（还有一地方用了双面胶，我换内存的时候发现键盘下部盖子左侧打不开，一直不敢用力
1	我只花了三个晚上就书全部粗略地看完了，看完后我又把书借给我的小姑子看，因为书上的很多方法和观念我觉得挺对的，所以把书借给小姑看，希望对她帮助。总体来说，书的内容是不错，不会枯黄，你甚至可以当做小说来看，写得也挺有趣的。当然书上的观点有些还是蛮好的，让自己将来母乳喂养更多了些了解，不至于出现问题时不知道处理。
1	小巧实用,外观好看;而且系统盘所在的区和其它区已经分开,尽管只有两个区,不过已经足够了
1	《水知道答案》这本书我一口气买了5本，是因为这本书太好了，因为人体的70%都是水，对着水说爱的语言，水能结出很美丽的结晶，哪么要是人与人之间都说好话，我想我们人类就能很好的控制自己的情绪，人有了一个好心情，干什么都能成功。社会上处处可见“和谐”，人在“和谐”的环境中生活，哪么每一个人不都过上了幸福的生活吗？想自己过幸福生活的人，就去看《小知道答案》吧！
0	1）屏幕看起来不太习惯，就是前排哥们说的字体模糊，拿到售后看了看，结果是这个是亮丽屏，本来就是这样的……建议有条件的哥们先去实体店体验体验； 2）大写字母键有点松动，什么时候再去售后看能不能换换。
1	【荐书】我想很多人都听说过林语堂吧，而且他也算是很有名的一位大作家，但是为什么在中国现当代文学史上找不到林语堂的身影呢？我想《吾国与吾民》就是其中原因之一吧。本书被编的读起来很有点不习惯，半文半白的。我以为要不就全文言文，要不就全白话。本书是一本剖析我们自己的一部巨著希望以后能有本完整版的《吾国与吾民》，思想禁锢是没有用的，要相信人民的眼睛是雪亮的！
1	ITIL作为信息系统服务管理的最佳实践有很高的借鉴价值。不过，正如以往很多国外的标准、规范、样板在我国的推广面临的问题一样，不同的文化、社会体制、管理理念、传统习俗会导致东西方思维的差异，因而，必须在充分理解别人的经验、实践基础上，才可能很好地“借鉴”。这就是本书的作用和购买的价值——了解的基本条件。不过，“拿来”也是需要化功夫的啊！
1	总体而言卫生尚佳!但不能自己烧水,不含早 餐的房价显得偏高.地理位置还好.建议住客到酒店对面的一个早餐店去!
0	男人不好用，稍微有点厚了，屏幕的清晰度比起其他品牌要差了一点，机身上鼠标的按键手感不好，1024X600的显示率用起来还是小了一些，玩游戏很不爽!
0	真是让人郁闷，当当的速度真是慢的让人崩溃，12月10日发货到12月26日还没收到，半个月了都
1	网络营销其实在我们的现实经济社会中已经扮演了不可缺少的角色，直到阅读到这本书，才得以认识到这是一种长尾模式，而恍然大悟原来存在我们生活中的各个行业活动就像万花筒，可以从任何一个角度，任何一个方位都可以找到一份精彩，而且会感受到令人不曾有过的震撼！长尾理论模式运作不仅在网络营销上开辟了新世界，对社会个性的释放，提升认识理念也是巨大的变化。长尾，真的是魔力四射，无不神奇！
1	大卫经历着这样的童年，真的让人不可思议。怎么会有这么残酷的母亲？看完这本书最直接的一个感觉就是大卫的经历虽然激励着不少人，但是却给人懦弱感。我认为不是要傻傻的挣扎着生活，而是要努力去改变不好的情况，改变生活，而大卫一直是报着等待，期待，一旦期待过了限期那个就不是期待，所要做的就是改变！不过这本书真的很好，看完后我哭了，深思了很久，感谢大卫能把自己的经历写给每个人
1	对于100多一点的这个价位来说,房间设施基本还可以,有点旧,卫生间不太好,洗澡的地方没有隔离,洗完澡马桶全湿了.空调电视都有,冬天有暖气片. 服务还是很热情的,提供接机接站服务,行李员会主动把你的行李送到你的房间. 补充点评 2007年11月9日 ： 还有一点,热水有点小啊,洗澡不是很舒服啊
0	银色的按键感觉很突兀，整体感觉不是非常结实，至少没有惠普6XXX系列的结实。
0	这款无指纹识别，也无人脸识别，京东资料上要改改了！ 还有摄像头要光线很好、距离远的情况下才正常 否则颜色超淡！ 运行VISTA超慢 改了XP就很棒了！
1	还是一般，在国内电脑品牌还是不错的，但和惠普比起来还是有距离，左手地方上网和读优盘都比较热
0	价格不低，档次不高，环境糟糕，大厅很小，房间一般，早餐难吃，感觉一般！
0	屏幕设计的有点小了，很宽的留边，有点浪费； 机子刚才出现了蓝屏，请问是怎么回事？ 刚买完就来新的优惠了，以后对京东要小心些了。都不说提醒一下。
0	很遗憾在春节期间竟然在这里住了一晚． １．没有暖空调，总台和我们说是厦门只有４星以上才有暖空调，其实不然，有很多的经济型酒店都有，这是误导，速８就有还便宜． ２．态度不好，也许是生意太好了，要求加棉被，说没有了，只有一条了，我们是两个房间．投诉携程后才给予解决，早干吗了？ ３．床单不太干净，上面竟然有一个脚印，要求换掉，换的时候发现床单下有很多的人的毛发，要求搞干净，服务员的回答是＂反正上面床单盖着，不要紧＂．晕 ４．房间够大，不过装修已经好多年了．
1	最近去福建较多，每次都是住曼哈顿建联大酒店，因为第一次住的感觉很好，我住的是商务房，房间虽然不大，但物品齐全，而且床上的公仔让人有家的感觉，服务也好，
0	押金和结账都不能刷卡，要交现金；双人房的两张床都是靠墙的，房间很小，设施很陈旧，简直就是一间招待所,以后都不会住这里了.
1	轻便，不过12的本散热还是个问题，用时间长了，键盘附近热气袭人。整体感觉不错，不过硬盘没分区只有一个C盘，1G跑VISTA兼职就是扯淡，建议其他朋友加到2G以上。预装的软件有点多，开机有点慢，不过可以接受，建议优化下启动项。
1	酒店位置、房间都很不错，价格也比较合适，推荐大家去住
0	1VISTA系统真的很慢，而且很多东西用起来不习惯 2运行时硬盘一直有响声，好在声音不大 3对于14寸的本来说真的挺厚的，和我原来15寸的compaq比了下一样厚 4警告音很响 5硬盘只有一个分区
0	我们是在5月2日入住的此酒店，首先外观有点旧，酒店门口的名字是金山大酒店不是叫做新金山，令我们有点混扰。酒店大堂算大，但是设施比较旧。我们订的是行政客房，走进浴室内，首先发现地板有很多毛发，而且很黑，好像完全没有清洁过的一样。房间地毯也像好久没有清洗过，好多污渍。房间的空调不制冷，向服务员讲过，但是没有人来处理，搞到晚上没能睡个好觉。不过，酒店的床还是可以赞一赞的，算是软硬适中。 下次去杭州的话，不会考虑住这了。
1	住的行政大床房,实在是喜欢西郊里的环境,院子里的黑天鹅,丹顶鹤,还有西郊的小野猫,繁华上海中的安逸休息之地,以后去上海都住这里.
0	我们是今年五一期间入住酒店的标间，卫生一般，房间有点异味。酒店对面有个超市，要买东东要赶早，好像晚上8点多就关门了。晚上路边小吃很多。
1	书是基本阅读了一遍。这已经是第二遍了。尽管内容相对杂些，但读起来较容易，语言温和，吸引人，内容生动，基本上养生治病的经验总结，同时辅之以基本理论的支撑，较容易上手，总体感觉不错。1、只是真正做起来可能难度比较大，需要改变个人的生活习惯；2、中医太深奥，经络部分，我是基本读不懂，需要花费一定时间学习；3、同时我已经在马老师的个人网站上诊病了，非常满意。
1	因为悦华酒店没房间了才通过携程定泉州酒店的。其实泉酒的整体比悦华大气，装修也很讲究，唯一比不过悦华的就是服务和早餐。
0	最差的酒店,完全没有服务意识,我帮朋友订的酒店,说是可以到机场接飞机,但是没有接到我朋友不说,连个电话也没有给我打,我朋友从外国回来,我无法联系上她,她只有随便住了机场旁边的锦江之星,我晚上11点多打给酒店,那边竟然不负责任的说人还没有接到,可能飞机晚点了,还答应说我朋友到了给我打电话,完全是胡说!!建议大家都不要住这个酒店,实在是太差了!!!最后人没有接到,还好意思后来打电话跟我说要钱,实在是差!!
1	简洁，适用。需要的配置都有了。当时担心有坏点。收到后品质令人放心。
1	大品牌，值得信赖，功能很全很强大，手感重量等都适中，用了几天了，感觉很好
0	传说中当地最好的酒店，主观上的不说了，各人要求不同。三点非常不能让人接受！ 1、正对面就是火车头维修站（机务段），一整晚在呜呜呜…… 2、一晚来三个性骚扰电话！有个居然是三点，分别不同人打来的！ 3、酒店桑拿中心！根本就是那个……不说了！ 以后去内江！我宁愿坐车回自贡住！
1	拿到上个电脑的退款买的这个 挺好的 退货很干脆 此本配置不错 散热很好 还没发现什么硬件缺点
0	画面凌乱,我习惯比较细腻的画风,另外故事内容也很枯燥,给小孩讲的时候,一长串的外国命名也让人够呛貌似炒作的
0	下订单过了4天还没有收到，不知道当当的配送是否都是这个效率？投诉过去，客服回复说属于正常现象，处理订单时间当当说了算！
1	单位用户千万别买，支付太不方便。 一定要支票到帐才发货，结果给了支票，居然两天不到财务那里，找了一天才找到支票在那里。 18号下的订单，28号才送到，而且还是支付的现金，支票依然没有到帐。不知道那个单位可以忍受这样的服务。
1	偶觉得这句真的好有道理。道出了我的心声啊！“出租车就这样，你有事时打不到，没事时看见空车到处串，见一个烦一个。”
0	散热一般,已开始还以为安装系统的时候温度较高,后来发现实际使用起来底部也是很热的,最好搭配散热装置,做工比较细致,但细致处不够完美,合上盖子有一点点倾斜
0	卫生设施太差，毛巾又黑又硬，下水道堵塞，床垫不好，睡上去不是很舒服。觉得服务态度还可以。对面就是长途汽车站，出租车蛮多的，出行还是很方便。
1	朋友推荐的酒店，位置不错，交通很方便，酒店的服务也很贴心，入住时前台适时地送上一杯冰柠檬茶，让人感受到酒店的细心服务，夏日的夜晚坐在露天啤酒花园喝着啤酒，与朋友畅谈很是惬意。
1	酒店房间宽敞整洁,灯光柔和,总体来说还是不错的.前台服务生的态度也很好.只是宽带还需要收费,这点是否应该改进.
0	放弃吧，不要被书的标题迷惑了，这本书根本不适合中国的父母，根本就没有实际内容~最值得记住的就是这本书名，大声为孩子读书！
0	要自己装系统麻烦些，更长时间才搞定。 刚放电影感觉有条纹，后来改了显示为标准就OK了。 触摸板的地方比较烫一点。 可能因为是AMD的CPU，所以比较耗电些，商用的话，建议intel的以及14寸屏以下。
1	本来买来送人的。让我小孩发现了，喜欢得不得了，硬是刨了几个晚上把它看完，还舍不得送人。首先，书的质量很不错。第二，看得出编者很用心整理，真的是小朋友读本，文字简洁易懂。第三，每个故事后都附注说明故事所属的民族，还有讲述人、搜集人等，丰富了故事的背景知识。第四，插图精美，很有特色，让小朋友发挥了无限想象。附带说明，适合二年级以上小朋友阅读，因为没有拼音的。
1	很多年前，东芝就已经进入中国了， 这款笔记本，从重量，做工，屏幕，音色看，都是很不错的
0	酒店很安静，去旅游区很适合住这里，步行几分钟就是景区的秦堰楼入口。在市里办事就远了。 酒店有几个问题，一是当天入住由于客人少，锅炉房根本没有少开水，前台还有服务员还一直让我们把水开开开多流一会就会热，结果流了10分钟也是凉水，第二天有那么几个人来住了才稍微有一点点温温水。 二是同样由于住的人少，酒店早餐没有自助餐，服务员给你打一碟小菜，几个馒头。 酒店就是环境比较舒服，而且这里吃饭米饭非常好吃，注意。
1	初次看《平凡的世界》是在初三那年，看完感触很深，后来又陆陆续续看了好几遍，总是让我深陷其中，以前买的都是盗版的，总有很多错误，而且还少情节，终于可以买一本正版的好书了，以后也会介绍给我的孩子看的，我们这一代，对农村的生活还是有感觉的，可现在的孩子根本不知道这些事，我想只有让这些好的描写农村作品的书能让孩子了解农民和农村。确实是一本值得买值得读的好书。
0	说实话，我是满怀期望等到书，发现里面得内容最多三分之一是讲治病方法的，剩下的只是作者的主观的比喻比喻再比喻，再加点遐想 特别繁冗，明显在凑篇数。悲哀。。。
1	在中山陵里，很安静，晚上睡觉的时候一点声音都没有，早餐还可以，服务也还可以
